Id,Mean,Std,TMnonouverts,NbEnvie1,NbEnvie2,NbEnvie3,Problems_nonattribue,Problems_pasassez,Problems_tropnombreux
267,1.9684684684684686,0.8093885723138262,"[5, 14, 17]",9,1,8,1,0,6
268,2.0765765765765765,0.8285029791239055,"[14, 5, 17]",9,11,6,2,0,7
269,1.9864864864864864,0.8264831983725527,"[14, 5]",9,5,6,0,0,4
270,2.054054054054054,0.822069321843126,"[5, 14]",9,5,6,2,0,4
271,2.130630630630631,0.81615950805399,"[14, 5]",9,6,6,1,0,5
272,2.045045045045045,0.8280969557349604,"[14, 5]",9,0,7,2,0,8
273,2.0855855855855854,0.8054505326308167,"[5, 14]",9,7,9,0,0,7
274,1.9144144144144144,0.7998129698620862,"[5, 14]",9,4,6,2,0,6
275,2.1531531531531534,0.8038166671303404,"[14, 17, 5]",9,14,8,0,0,7
276,2.045045045045045,0.7831643365554003,"[14, 5, 17]",9,16,6,0,0,5
277,2.1216216216216215,0.8606958571088962,"[5, 14, 17]",9,6,8,7,0,5
278,2.0045045045045047,0.8374587056625687,"[5, 14]",9,0,9,1,0,7
279,1.9594594594594594,0.8683346914399296,"[14, 5, 17]",9,4,6,4,0,5
280,2.009009009009009,0.8238030724517321,"[5, 14]",9,6,8,1,0,6
281,2.0720720720720722,0.798320768288509,"[14, 17, 5]",9,8,6,1,0,5
282,1.954954954954955,0.8003097521080377,"[5, 14]",9,4,8,3,0,6
283,2.0135135135135136,0.7929538666645036,"[14, 5]",9,7,8,1,0,6
284,2.0,0.807207352795575,"[5, 17, 14]",9,0,6,1,0,7
285,2.130630630630631,0.8216849252253489,"[17, 5, 14]",9,2,8,3,0,5
286,2.135135135135135,0.81264315396305,"[5, 17, 14]",9,1,9,1,0,5
287,2.1036036036036037,0.8418282117430508,"[5, 14, 17]",9,8,6,4,0,8
288,1.9954954954954955,0.8210893754172298,"[5, 14, 17]",9,3,7,0,0,6
289,2.09009009009009,0.8243966618688144,"[14, 17, 5]",9,0,6,3,0,7
290,1.954954954954955,0.817095478255875,"[5, 17, 14]",9,2,8,1,0,6
291,2.027027027027027,0.8610154949384784,"[14, 5]",9,16,7,3,0,6
292,1.936936936936937,0.826914663226169,"[5, 17, 14]",9,6,6,2,0,6
293,2.126126126126126,0.82513804814701,"[5, 14, 17]",9,13,6,3,0,6
294,1.936936936936937,0.8214244253142174,"[14, 5, 17]",9,6,8,4,0,9
295,2.09009009009009,0.8460667533493258,"[14, 17, 5]",9,7,8,3,0,7
296,2.126126126126126,0.8414286183431282,"[14, 17, 5]",9,0,6,2,0,7
297,1.9054054054054055,0.8535619101449451,"[5, 14]",9,1,9,3,0,5
298,2.099099099099099,0.8122919359626526,"[14, 17, 5]",9,15,6,2,0,6
299,2.0855855855855854,0.8650422370193744,"[14, 5]",9,9,6,4,0,7
300,2.018018018018018,0.8125929892570567,"[17, 14, 5]",9,21,9,1,0,7
301,2.099099099099099,0.8556964293925755,"[14, 5]",9,0,8,2,0,6
302,2.063063063063063,0.8047290011151731,"[14, 17, 5]",9,16,9,0,0,5
303,2.063063063063063,0.8377872091227943,"[14, 5, 17]",9,11,6,2,0,9
304,1.954954954954955,0.817095478255875,"[14, 5, 17]",9,0,8,1,0,7
305,1.9234234234234233,0.833946617100185,"[5, 14, 17]",9,2,8,3,0,5
306,1.945945945945946,0.8701987897696261,"[5, 14]",9,2,6,5,0,6
307,2.1216216216216215,0.7893986949703476,"[5, 14]",9,12,8,0,0,8
308,1.9054054054054055,0.7873821495197958,"[5, 14]",9,0,6,1,0,6
309,1.945945945945946,0.8109860802777719,"[5, 14, 17]",9,4,6,2,0,6
310,2.0765765765765765,0.8553748039283522,"[14, 5, 17]",9,0,7,3,0,8
311,2.184684684684685,0.8111996811826329,"[5, 17, 14]",9,14,6,3,0,6
312,1.9054054054054055,0.8745095936997557,"[5, 14]",9,9,6,4,0,7
313,2.009009009009009,0.8718368344947458,"[14, 17, 5]",9,15,6,5,0,6
